eventId,eventName,year,month,day,personId,personName,personCountry,personContinent,competitionId,best,average,recordValue,recordType,recordDescription,recordYear
222,2x2x2 Cube,2008,11,29,2008LIUB01,Baian Liu,China,Asia,VirginiaOpen2008,3.41,4.73,4.73,NR Average,China Record,2008
222,2x2x2 Cube,2008,11,8,2004CHAM01,Edouard Chambon,France,Europe,GenevaOpen2008,1.39,3.28,3.28,NR Average,France Record,2008
222,2x2x2 Cube,2009,11,28,2009CHYI01,Gooi Ying Chyi,Malaysia,Asia,MalaysianOpen2009,3.94,5.02,5.02,NR Average,Malaysia Record,2009
222,2x2x2 Cube,2009,8,22,2008CHEN13,Zuqi Chen (陈祖祺),China,Asia,ShenzhenSummerOpen2009,3.18,3.8,3.8,NR Average,China Record,2009
222,2x2x2 Cube,2008,11,8,2004CHAM01,Edouard Chambon,France,Europe,GenevaOpen2008,1.39,3.28,3.28,NR Average,France Record,2009
222,2x2x2 Cube,2010,6,5,2009SWEE01,Amos Tay Swee Hui,Malaysia,Asia,UKNationals2010,3.22,4.35,4.35,NR Average,Malaysia Record,2010
222,2x2x2 Cube,2010,8,14,2008SUNZ01,Zhouheng Sun (孙舟横),China,Asia,ShanghaiOpen2010,2.53,3.22,3.22,NR Average,China Record,2010
222,2x2x2 Cube,2010,4,9,2008VIRO01,Philippe Virouleau,France,Europe,France2010,1.41,3.13,3.13,NR Average,France Record,2010
222,2x2x2 Cube,2011,10,14,2009SIKL01,Leong Wing Sik,Malaysia,Asia,WC2011,2.41,3.17,3.17,NR Average,Malaysia Record,2011
222,2x2x2 Cube,2011,12,24,2010WANG07,Yinghao Wang (王鹰豪),China,Asia,ShanghaiWinter2011,2.08,2.6,2.6,NR Average,China Record,2011
222,2x2x2 Cube,2011,8,6,2008VIRO01,Philippe Virouleau,France,Europe,BlindOpen2011,2.78,3.13,3.13,NR Average,France Record,2011
222,2x2x2 Cube,2012,6,2,2009SIKL01,Leong Wing Sik,Malaysia,Asia,MalaysiaCubeOpen2012,2.38,3,3,NR Average,Malaysia Record,2012
222,2x2x2 Cube,2012,9,22,2010WANG07,Yinghao Wang (王鹰豪),China,Asia,HangzhouOpen2012,2.06,2.44,2.44,NR Average,China Record,2012
222,2x2x2 Cube,2012,8,25,2009GUIL01,Kevin Guillaumond,France,Europe,HautePatateOpen2012,1.8,2.81,2.81,NR Average,France Record,2012
222,2x2x2 Cube,2013,8,24,2009JUNY01,Howard Wong Jun Yen (黄俊仁),Malaysia,Asia,GuildfordOpen2013,2.67,2.83,2.83,NR Average,Malaysia Record,2013
222,2x2x2 Cube,2013,8,3,2010WANG07,Yinghao Wang (王鹰豪),China,Asia,ShanghaiSummer2013,1.71,2.06,2.06,NR Average,China Record,2013
222,2x2x2 Cube,2013,12,21,2012CARL03,Alexandre Carlier,France,Europe,LaMontagneOpen2013,1.59,2.47,2.47,NR Average,France Record,2013
222,2x2x2 Cube,2013,8,24,2009JUNY01,Howard Wong Jun Yen (黄俊仁),Malaysia,Asia,GuildfordOpen2013,2.67,2.83,2.83,NR Average,Malaysia Record,2014
222,2x2x2 Cube,2014,11,1,2010WANG07,Yinghao Wang (王鹰豪),China,Asia,AsianChampionship2014,1.59,1.92,1.92,NR Average,China Record,2014
222,2x2x2 Cube,2014,10,25,2013GERT01,Nicolas Gertner Kilian,France,Europe,HerimoncourtOpen2014,1.57,2.46,2.46,NR Average,France Record,2014
222,2x2x2 Cube,2015,6,7,2012SEVE01,Ainesh Sevellaraja,Malaysia,Asia,FoonYewOpen2015,2.21,2.77,2.77,NR Average,Malaysia Record,2015
222,2x2x2 Cube,2015,12,27,2011LIYI02,Yinqin Li (李尹钦),China,Asia,NanchangWinter2015,1.26,1.92,1.92,NR Average,China Record,2015
222,2x2x2 Cube,2014,10,25,2013GERT01,Nicolas Gertner Kilian,France,Europe,HerimoncourtOpen2014,1.57,2.46,2.46,NR Average,France Record,2015
222,2x2x2 Cube,2016,7,31,2012SEVE01,Ainesh Sevellaraja,Malaysia,Asia,JohorOpen2016,1.84,2.58,2.58,NR Average,Malaysia Record,2016
222,2x2x2 Cube,2016,10,1,2010WANG07,Yinghao Wang (王鹰豪),China,Asia,AsianChampionship2016,1.47,1.68,1.68,NR Average,China Record,2016
222,2x2x2 Cube,2016,5,21,2013FRAI01,Diego Fraile,France,Europe,LyonMegaminxOpen2016,1.61,2.25,2.25,NR Average,France Record,2016
222,2x2x2 Cube,2017,7,13,2012SEVE01,Ainesh Sevellaraja,Malaysia,Asia,WC2017,1.76,2.14,2.14,NR Average,Malaysia Record,2017
222,2x2x2 Cube,2017,10,15,2012PANJ02,Jack Pan (潘杰康),China,Asia,XiamenAutumn2017,1.32,1.6,1.6,NR Average,China Record,2017
222,2x2x2 Cube,2017,11,25,2016OUTH01,Thibaud Ou,France,Europe,NancyOpen2017,0.85,1.9,1.9,NR Average,France Record,2017
222,2x2x2 Cube,2018,11,23,2015QUAN03,Ng Jia Quan (黄佳铨),Malaysia,Asia,MalaysiaCubeChampionship2018,1.52,1.88,1.88,NR Average,Malaysia Record,2018
222,2x2x2 Cube,2018,11,17,2017ZHAQ04,Qiyu Zhang (张淇奥),China,Asia,NanjingAutumn2018,1.15,1.53,1.53,NR Average,China Record,2018
222,2x2x2 Cube,2018,7,14,2014BEGU01,Elian Beguec,France,Europe,FLIPOpen2018,1.58,1.8,1.8,NR Average,France Record,2018
222,2x2x2 Cube,2019,12,27,2015QUAN03,Ng Jia Quan (黄佳铨),Malaysia,Asia,SelangorCubeOpen2019,0.84,1.37,1.37,NR Average,Malaysia Record,2019
222,2x2x2 Cube,2019,4,13,2016LIJI05,Jiazhou Li (李佳洲),China,Asia,XianCherryBlossom2019,1.2,1.25,1.25,NR Average,China Record,2019
222,2x2x2 Cube,2019,10,19,2018BACO01,John Bacouël,France,Europe,ParisOpen2019,1.01,1.63,1.63,NR Average,France Record,2019
222,2x2x2 Cube,2019,12,27,2015QUAN03,Ng Jia Quan (黄佳铨),Malaysia,Asia,SelangorCubeOpen2019,0.84,1.37,1.37,NR Average,Malaysia Record,2020
222,2x2x2 Cube,2019,4,13,2016LIJI05,Jiazhou Li (李佳洲),China,Asia,XianCherryBlossom2019,1.2,1.25,1.25,NR Average,China Record,2020
222,2x2x2 Cube,2020,2,15,2018BACO01,John Bacouël,France,Europe,ChellesOpen2020,0.99,1.39,1.39,NR Average,France Record,2020
222,2x2x2 Cube,2019,12,27,2015QUAN03,Ng Jia Quan (黄佳铨),Malaysia,Asia,SelangorCubeOpen2019,0.84,1.37,1.37,NR Average,Malaysia Record,2021
222,2x2x2 Cube,2019,4,13,2016LIJI05,Jiazhou Li (李佳洲),China,Asia,XianCherryBlossom2019,1.2,1.25,1.25,NR Average,China Record,2021
222,2x2x2 Cube,2020,2,15,2018BACO01,John Bacouël,France,Europe,ChellesOpen2020,0.99,1.39,1.39,NR Average,France Record,2021
222,2x2x2 Cube,2019,12,27,2015QUAN03,Ng Jia Quan (黄佳铨),Malaysia,Asia,SelangorCubeOpen2019,0.84,1.37,1.37,NR Average,Malaysia Record,2022
222,2x2x2 Cube,2019,4,13,2016LIJI05,Jiazhou Li (李佳洲),China,Asia,XianCherryBlossom2019,1.2,1.25,1.25,NR Average,China Record,2022
222,2x2x2 Cube,2020,2,15,2018BACO01,John Bacouël,France,Europe,ChellesOpen2020,0.99,1.39,1.39,NR Average,France Record,2022
222,2x2x2 Cube,2019,12,27,2015QUAN03,Ng Jia Quan (黄佳铨),Malaysia,Asia,SelangorCubeOpen2019,0.84,1.37,1.37,NR Average,Malaysia Record,2023
222,2x2x2 Cube,2023,10,20,2019WANY36,Yiheng Wang (王艺衡),China,Asia,ThailandChampionship2023,0.85,1.08,1.08,NR Average,China Record,2023
222,2x2x2 Cube,2020,2,15,2018BACO01,John Bacouël,France,Europe,ChellesOpen2020,0.99,1.39,1.39,NR Average,France Record,2023
222,2x2x2 Cube,2019,12,27,2015QUAN03,Ng Jia Quan (黄佳铨),Malaysia,Asia,SelangorCubeOpen2019,0.84,1.37,1.37,NR Average,Malaysia Record,2024
222,2x2x2 Cube,2024,6,22,2019WANY36,Yiheng Wang (王艺衡),China,Asia,JohorCubeOpen2024,0.7,0.78,0.78,NR Average,China Record,2024
222,2x2x2 Cube,2020,2,15,2018BACO01,John Bacouël,France,Europe,ChellesOpen2020,0.99,1.39,1.39,NR Average,France Record,2024
222,2x2x2 Cube,2008,10,1,2008LIKA01,Kailong Li (李开隆),China,Asia,GuangdongOpen2008,3,5.2,3,NR Single,China Record,2008
222,2x2x2 Cube,2008,11,8,2004CHAM01,Edouard Chambon,France,Europe,GenevaOpen2008,1.39,3.28,1.39,NR Single,France Record,2008
222,2x2x2 Cube,2009,11,28,2009CHYI01,Gooi Ying Chyi,Malaysia,Asia,MalaysianOpen2009,3.94,5.02,3.94,NR Single,Malaysia Record,2009
222,2x2x2 Cube,2009,11,8,2009ZHEN11,Ming Zheng (郑鸣),China,Asia,HarbinOpen2009,2.96,5.64,2.96,NR Single,China Record,2009
222,2x2x2 Cube,2008,11,8,2004CHAM01,Edouard Chambon,France,Europe,GenevaOpen2008,1.39,3.28,1.39,NR Single,France Record,2009
222,2x2x2 Cube,2010,12,18,2009SIKL01,Leong Wing Sik,Malaysia,Asia,MalaysianCubeOpen2010,2.28,5.01,2.28,NR Single,Malaysia Record,2010
222,2x2x2 Cube,2010,7,24,2009WANG13,Yuxuan Wang (王宇轩),China,Asia,InnerMongolia2010,1.77,4.84,1.77,NR Single,China Record,2010
222,2x2x2 Cube,2010,12,4,2010OLIV01,Auguste Olivry,France,Europe,LyonSinterklaasOpen2010,1.27,5.5,1.27,NR Single,France Record,2010
222,2x2x2 Cube,2010,12,18,2009SIKL01,Leong Wing Sik,Malaysia,Asia,MalaysianCubeOpen2010,2.28,5.01,2.28,NR Single,Malaysia Record,2011
222,2x2x2 Cube,2011,3,20,2008LIKA01,Kailong Li (李开隆),China,Asia,OneToEight2011,1.47,3.98,1.47,NR Single,China Record,2011
222,2x2x2 Cube,2010,12,4,2010OLIV01,Auguste Olivry,France,Europe,LyonSinterklaasOpen2010,1.27,5.5,1.27,NR Single,France Record,2011
222,2x2x2 Cube,2012,6,2,2009RASH01,Rashdaleena Athiefa Abdul Rashid,Malaysia,Asia,MalaysiaCubeOpen2012,1.93,6.49,1.93,NR Single,Malaysia Record,2012
222,2x2x2 Cube,2012,12,9,2011CHEN19,Qingbin Chen (陈庆斌),China,Asia,GuangzhouHEMC2012,1.41,2.87,1.41,NR Single,China Record,2012
222,2x2x2 Cube,2010,12,4,2010OLIV01,Auguste Olivry,France,Europe,LyonSinterklaasOpen2010,1.27,5.5,1.27,NR Single,France Record,2012
222,2x2x2 Cube,2012,6,2,2009RASH01,Rashdaleena Athiefa Abdul Rashid,Malaysia,Asia,MalaysiaCubeOpen2012,1.93,6.49,1.93,NR Single,Malaysia Record,2013
222,2x2x2 Cube,2013,10,27,2010WANG07,Yinghao Wang (王鹰豪),China,Asia,NanchangOpen2013,0.93,3.25,0.93,NR Single,China Record,2013
222,2x2x2 Cube,2013,12,21,2012CARL03,Alexandre Carlier,France,Europe,LaMontagneOpen2013,1.06,4.49,1.06,NR Single,France Record,2013
222,2x2x2 Cube,2012,6,2,2009RASH01,Rashdaleena Athiefa Abdul Rashid,Malaysia,Asia,MalaysiaCubeOpen2012,1.93,6.49,1.93,NR Single,Malaysia Record,2014
222,2x2x2 Cube,2013,10,27,2010WANG07,Yinghao Wang (王鹰豪),China,Asia,NanchangOpen2013,0.93,3.25,0.93,NR Single,China Record,2014
222,2x2x2 Cube,2013,12,21,2012CARL03,Alexandre Carlier,France,Europe,LaMontagneOpen2013,1.06,4.49,1.06,NR Single,France Record,2014
222,2x2x2 Cube,2015,6,6,2009XIAT02,Jonathan Tan Wei Xiat,Malaysia,Asia,CanadianOpen2015,1.33,4.84,1.33,NR Single,Malaysia Record,2015
222,2x2x2 Cube,2013,10,27,2010WANG07,Yinghao Wang (王鹰豪),China,Asia,NanchangOpen2013,0.93,3.25,0.93,NR Single,China Record,2015
222,2x2x2 Cube,2013,12,21,2012CARL03,Alexandre Carlier,France,Europe,LaMontagneOpen2013,1.06,4.49,1.06,NR Single,France Record,2015
222,2x2x2 Cube,2016,7,31,2012SEVE01,Ainesh Sevellaraja,Malaysia,Asia,JohorOpen2016,1.3,3.17,1.3,NR Single,Malaysia Record,2016
222,2x2x2 Cube,2013,10,27,2010WANG07,Yinghao Wang (王鹰豪),China,Asia,NanchangOpen2013,0.93,3.25,0.93,NR Single,China Record,2016
222,2x2x2 Cube,2016,4,30,2012CARL03,Alexandre Carlier,France,Europe,France2016,0.92,2.75,0.92,NR Single,France Record,2016
222,2x2x2 Cube,2017,12,30,2015QUAN03,Ng Jia Quan (黄佳铨),Malaysia,Asia,MalaysianCubeChampionship2017,1.2,2.7,1.2,NR Single,Malaysia Record,2017
222,2x2x2 Cube,2013,10,27,2010WANG07,Yinghao Wang (王鹰豪),China,Asia,NanchangOpen2013,0.93,3.25,0.93,NR Single,China Record,2017
222,2x2x2 Cube,2017,11,25,2014BEGU01,Elian Beguec,France,Europe,NancyOpen2017,0.83,2.26,0.83,NR Single,France Record,2017
222,2x2x2 Cube,2017,12,30,2015QUAN03,Ng Jia Quan (黄佳铨),Malaysia,Asia,MalaysianCubeChampionship2017,1.2,2.7,1.2,NR Single,Malaysia Record,2018
222,2x2x2 Cube,2018,7,14,2016LIJI05,Jiazhou Li (李佳洲),China,Asia,HefeiSummer2018,0.89,1.64,0.89,NR Single,China Record,2018
222,2x2x2 Cube,2017,11,25,2014BEGU01,Elian Beguec,France,Europe,NancyOpen2017,0.83,2.26,0.83,NR Single,France Record,2018
222,2x2x2 Cube,2019,12,27,2015QUAN03,Ng Jia Quan (黄佳铨),Malaysia,Asia,SelangorCubeOpen2019,0.84,1.37,0.84,NR Single,Malaysia Record,2019
222,2x2x2 Cube,2019,10,26,2018ZHAQ04,Qiyu Zhang (张淇隩),China,Asia,ChangshaAutumn2019,0.68,3.99,0.68,NR Single,China Record,2019
222,2x2x2 Cube,2017,11,25,2014BEGU01,Elian Beguec,France,Europe,NancyOpen2017,0.83,2.26,0.83,NR Single,France Record,2019
222,2x2x2 Cube,2019,12,27,2015QUAN03,Ng Jia Quan (黄佳铨),Malaysia,Asia,SelangorCubeOpen2019,0.84,1.37,0.84,NR Single,Malaysia Record,2020
222,2x2x2 Cube,2019,10,26,2018ZHAQ04,Qiyu Zhang (张淇隩),China,Asia,ChangshaAutumn2019,0.68,3.99,0.68,NR Single,China Record,2020
222,2x2x2 Cube,2017,11,25,2014BEGU01,Elian Beguec,France,Europe,NancyOpen2017,0.83,2.26,0.83,NR Single,France Record,2020
222,2x2x2 Cube,2019,12,27,2015QUAN03,Ng Jia Quan (黄佳铨),Malaysia,Asia,SelangorCubeOpen2019,0.84,1.37,0.84,NR Single,Malaysia Record,2021
222,2x2x2 Cube,2019,10,26,2018ZHAQ04,Qiyu Zhang (张淇隩),China,Asia,ChangshaAutumn2019,0.68,3.99,0.68,NR Single,China Record,2021
222,2x2x2 Cube,2017,11,25,2014BEGU01,Elian Beguec,France,Europe,NancyOpen2017,0.83,2.26,0.83,NR Single,France Record,2021
222,2x2x2 Cube,2019,12,27,2015QUAN03,Ng Jia Quan (黄佳铨),Malaysia,Asia,SelangorCubeOpen2019,0.84,1.37,0.84,NR Single,Malaysia Record,2022
222,2x2x2 Cube,2022,11,26,2018WANG35,Guanbo Wang (王冠博),China,Asia,NorthsideSpringSaturday2022,0.47,-1,0.47,NR Single,China Record,2022
222,2x2x2 Cube,2022,7,22,2017CHAM02,Anael Champion,France,Europe,NorwegianChampionship2022,0.8,1.64,0.8,NR Single,France Record,2022
222,2x2x2 Cube,2023,6,3,2017YANG59,Tee Kai Yang,Malaysia,Asia,SingaporeAMKCCCubingA2023,0.71,2.69,0.71,NR Single,Malaysia Record,2023
222,2x2x2 Cube,2022,11,26,2018WANG35,Guanbo Wang (王冠博),China,Asia,NorthsideSpringSaturday2022,0.47,-1,0.47,NR Single,China Record,2023
222,2x2x2 Cube,2022,7,22,2017CHAM02,Anael Champion,France,Europe,NorwegianChampionship2022,0.8,1.64,0.8,NR Single,France Record,2023
222,2x2x2 Cube,2023,6,3,2017YANG59,Tee Kai Yang,Malaysia,Asia,SingaporeAMKCCCubingA2023,0.71,2.69,0.71,NR Single,Malaysia Record,2024
222,2x2x2 Cube,2022,11,26,2018WANG35,Guanbo Wang (王冠博),China,Asia,NorthsideSpringSaturday2022,0.47,-1,0.47,NR Single,China Record,2024
222,2x2x2 Cube,2024,5,18,2014SEBA01,Juliette Sébastien,France,Europe,BarbyCube2024,0.78,2.06,0.78,NR Single,France Record,2024
222,2x2x2 Cube,2008,11,8,2004CHAM01,Edouard Chambon,France,Europe,GenevaOpen2008,1.39,3.28,3.28,WR Average,World Record,2008
222,2x2x2 Cube,2009,12,12,2007HESS01,Rowe Hessler,United States,North America,Brown2009,1.03,2.45,2.45,WR Average,World Record,2009
222,2x2x2 Cube,2010,11,13,2009ZEMD01,Feliks Zemdegs,Australia,Oceania,MelbourneCubeDay2010,1.75,2.12,2.12,WR Average,World Record,2010
222,2x2x2 Cube,2010,11,13,2009ZEMD01,Feliks Zemdegs,Australia,Oceania,MelbourneCubeDay2010,1.75,2.12,2.12,WR Average,World Record,2011
222,2x2x2 Cube,2010,11,13,2009ZEMD01,Feliks Zemdegs,Australia,Oceania,MelbourneCubeDay2010,1.75,2.12,2.12,WR Average,World Record,2012
222,2x2x2 Cube,2013,10,5,2009OLSO01,Christopher Olson,United States,North America,Cubetcha2013,1.47,1.71,1.71,WR Average,World Record,2013
222,2x2x2 Cube,2014,8,23,2011ETTE01,Lucas Etter,United States,North America,Indiana2014,1.21,1.6,1.6,WR Average,World Record,2014
222,2x2x2 Cube,2015,9,12,2011ETTE01,Lucas Etter,United States,North America,MusicCity2015,1.24,1.51,1.51,WR Average,World Record,2015
222,2x2x2 Cube,2015,9,12,2011ETTE01,Lucas Etter,United States,North America,MusicCity2015,1.24,1.51,1.51,WR Average,World Record,2016
222,2x2x2 Cube,2017,11,4,2013GERH01,Kevin Gerhardt,Germany,Europe,MunichOpen2017,1.2,1.42,1.42,WR Average,World Record,2017
222,2x2x2 Cube,2018,10,20,2013EGDA02,Martin Vædele Egdal,Denmark,Europe,KjellerOpen2018,1.06,1.21,1.21,WR Average,World Record,2018
222,2x2x2 Cube,2018,10,20,2013EGDA02,Martin Vædele Egdal,Denmark,Europe,KjellerOpen2018,1.06,1.21,1.21,WR Average,World Record,2019
222,2x2x2 Cube,2018,10,20,2013EGDA02,Martin Vædele Egdal,Denmark,Europe,KjellerOpen2018,1.06,1.21,1.21,WR Average,World Record,2020
222,2x2x2 Cube,2021,10,30,2018KHAN28,Zayn Khanani,United States,North America,FinnishChampionship2021,0.88,1.05,1.05,WR Average,World Record,2021
222,2x2x2 Cube,2022,2,12,2018KHAN28,Zayn Khanani,United States,North America,CapeFear2022,0.71,1.02,1.02,WR Average,World Record,2022
222,2x2x2 Cube,2023,1,22,2018KHAN28,Zayn Khanani,United States,North America,PioneerValleyCubingB2023,0.71,1.01,1.01,WR Average,World Record,2023
222,2x2x2 Cube,2024,6,22,2019WANY36,Yiheng Wang (王艺衡),China,Asia,JohorCubeOpen2024,0.7,0.78,0.78,WR Average,World Record,2024
222,2x2x2 Cube,2008,11,8,2005AKKE01,Erik Akkersdijk,Netherlands,Europe,GenevaOpen2008,0.96,4.82,0.96,WR Single,World Record,2008
222,2x2x2 Cube,2008,11,8,2005AKKE01,Erik Akkersdijk,Netherlands,Europe,GenevaOpen2008,0.96,4.82,0.96,WR Single,World Record,2009
222,2x2x2 Cube,2010,8,6,2007HESS01,Rowe Hessler,United States,North America,USNationals2010,0.96,2.77,0.96,WR Single,World Record,2010
222,2x2x2 Cube,2011,11,12,2009KASE02,Christian Kaserer,Italy,Europe,TrentinOpen2011,0.69,5.16,0.69,WR Single,World Record,2011
222,2x2x2 Cube,2011,11,12,2009KASE02,Christian Kaserer,Italy,Europe,TrentinOpen2011,0.69,5.16,0.69,WR Single,World Record,2012
222,2x2x2 Cube,2011,11,12,2009KASE02,Christian Kaserer,Italy,Europe,TrentinOpen2011,0.69,5.16,0.69,WR Single,World Record,2013
222,2x2x2 Cube,2011,11,12,2009KASE02,Christian Kaserer,Italy,Europe,TrentinOpen2011,0.69,5.16,0.69,WR Single,World Record,2014
222,2x2x2 Cube,2015,6,6,2011SBAH01,Rami Sbahi,United States,North America,CanadianOpen2015,0.58,1.55,0.58,WR Single,World Record,2015
222,2x2x2 Cube,2016,3,19,2014CZAP01,Maciej Czapiewski,Poland,Europe,GrudziadzOpen2016,0.49,2.08,0.49,WR Single,World Record,2016
222,2x2x2 Cube,2016,3,19,2014CZAP01,Maciej Czapiewski,Poland,Europe,GrudziadzOpen2016,0.49,2.08,0.49,WR Single,World Record,2017
222,2x2x2 Cube,2016,3,19,2014CZAP01,Maciej Czapiewski,Poland,Europe,GrudziadzOpen2016,0.49,2.08,0.49,WR Single,World Record,2018
222,2x2x2 Cube,2016,3,19,2014CZAP01,Maciej Czapiewski,Poland,Europe,GrudziadzOpen2016,0.49,2.08,0.49,WR Single,World Record,2019
222,2x2x2 Cube,2016,3,19,2014CZAP01,Maciej Czapiewski,Poland,Europe,GrudziadzOpen2016,0.49,2.08,0.49,WR Single,World Record,2020
222,2x2x2 Cube,2016,3,19,2014CZAP01,Maciej Czapiewski,Poland,Europe,GrudziadzOpen2016,0.49,2.08,0.49,WR Single,World Record,2021
222,2x2x2 Cube,2022,11,26,2018WANG35,Guanbo Wang (王冠博),China,Asia,NorthsideSpringSaturday2022,0.47,-1,0.47,WR Single,World Record,2022
222,2x2x2 Cube,2023,11,4,2021ZAJD03,Teodor Zajder,Poland,Europe,WarsawCubeMasters2023,0.43,1.1,0.43,WR Single,World Record,2023
222,2x2x2 Cube,2023,11,4,2021ZAJD03,Teodor Zajder,Poland,Europe,WarsawCubeMasters2023,0.43,1.1,0.43,WR Single,World Record,2024
333,3x3x3 Cube,2008,2,16,2007ONGH01,Hwei Ru Ong,Malaysia,Asia,EPGYCaliforniaOpen2008,24.46,32.55,32.55,NR Average,Malaysia Record,2008
333,3x3x3 Cube,2008,10,1,2007ZHAN03,Shenjia Zhang (张砷镓),China,Asia,GuangdongOpen2008,10.72,12.74,12.74,NR Average,China Record,2008
333,3x3x3 Cube,2008,2,23,2004CHAM01,Edouard Chambon,France,Europe,MurciaOpen2008,9.18,11.48,11.48,NR Average,France Record,2008
333,3x3x3 Cube,2009,11,28,2009SWEE01,Amos Tay Swee Hui,Malaysia,Asia,MalaysianOpen2009,11.22,12.9,12.9,NR Average,Malaysia Record,2009
333,3x3x3 Cube,2009,10,1,2008ZHAN06,Haixu Zhang (张海旭),China,Asia,GuangdongOpen2009,10.11,11.83,11.83,NR Average,China Record,2009
333,3x3x3 Cube,2008,2,23,2004CHAM01,Edouard Chambon,France,Europe,MurciaOpen2008,9.18,11.48,11.48,NR Average,France Record,2009
333,3x3x3 Cube,2010,12,18,2009JIAY01,Francis Wong Jia Yen,Malaysia,Asia,MalaysianCubeOpen2010,10.52,11.41,11.41,NR Average,Malaysia Record,2010
333,3x3x3 Cube,2010,11,7,2008LIKA01,Kailong Li (李开隆),China,Asia,GuangzhouSmallCubes2010,9.25,9.81,9.81,NR Average,China Record,2010
333,3x3x3 Cube,2010,10,23,2008HANK01,Kanneti Sae Han (คันธ์เนตี แซ่ห่าน),France,Europe,NaonedOpen2010,8.94,9.76,9.76,NR Average,France Record,2010
333,3x3x3 Cube,2011,2,20,2009AZRA01,Mohamad Azraei,Malaysia,Asia,NUS2011,9.72,10.72,10.72,NR Average,Malaysia Record,2011
333,3x3x3 Cube,2011,3,6,2009YINM01,Mulun Yin (阴目仑),China,Asia,XianSpring2011,8.91,9.47,9.47,NR Average,China Record,2011
333,3x3x3 Cube,2011,9,16,2008HANK01,Kanneti Sae Han (คันธ์เนตี แซ่ห่าน),France,Europe,GaleriesLafayetteOpen2011,8.56,8.87,8.87,NR Average,France Record,2011
333,3x3x3 Cube,2012,2,11,2009JIAY01,Francis Wong Jia Yen,Malaysia,Asia,SingaporeOpen2012,9.18,9.8,9.8,NR Average,Malaysia Record,2012
333,3x3x3 Cube,2012,10,5,2008LIKA01,Kailong Li (李开隆),China,Asia,AsianChampionship2012,8.45,9.4,9.4,NR Average,China Record,2012
333,3x3x3 Cube,2011,9,16,2008HANK01,Kanneti Sae Han (คันธ์เนตี แซ่ห่าน),France,Europe,GaleriesLafayetteOpen2011,8.56,8.87,8.87,NR Average,France Record,2012
333,3x3x3 Cube,2013,8,24,2009JUNY01,Howard Wong Jun Yen (黄俊仁),Malaysia,Asia,GuildfordOpen2013,8.92,9.48,9.48,NR Average,Malaysia Record,2013
333,3x3x3 Cube,2013,7,22,2009FANH01,Haowei Fan (樊浩玮),China,Asia,GuangzhouCCSA2013,7.58,8.43,8.43,NR Average,China Record,2013
333,3x3x3 Cube,2013,12,21,2012CARL03,Alexandre Carlier,France,Europe,LaMontagneOpen2013,7.03,8.72,8.72,NR Average,France Record,2013
333,3x3x3 Cube,2014,11,22,2009XIAT02,Jonathan Tan Wei Xiat,Malaysia,Asia,TorontoOpenFall2014,8.74,9.37,9.37,NR Average,Malaysia Record,2014
333,3x3x3 Cube,2014,12,7,2011LINA01,Anson Lin,China,Asia,NewZealandNationals2014,7.4,8.34,8.34,NR Average,China Record,2014
333,3x3x3 Cube,2013,12,21,2012CARL03,Alexandre Carlier,France,Europe,LaMontagneOpen2013,7.03,8.72,8.72,NR Average,France Record,2014
333,3x3x3 Cube,2014,11,22,2009XIAT02,Jonathan Tan Wei Xiat,Malaysia,Asia,TorontoOpenFall2014,8.74,9.37,9.37,NR Average,Malaysia Record,2015
333,3x3x3 Cube,2015,4,4,2009FANH01,Haowei Fan (樊浩玮),China,Asia,XianCherryBlossom2015,6.8,7.85,7.85,NR Average,China Record,2015
333,3x3x3 Cube,2015,10,24,2012CARL03,Alexandre Carlier,France,Europe,NancyOpen2015,7.25,8.09,8.09,NR Average,France Record,2015
333,3x3x3 Cube,2016,12,20,2009AZIZ02,Muhammad Hariz Bin Azizan,Malaysia,Asia,MalaysiaCubeOpen2016,6.55,9.07,9.07,NR Average,Malaysia Record,2016
333,3x3x3 Cube,2015,4,4,2009FANH01,Haowei Fan (樊浩玮),China,Asia,XianCherryBlossom2015,6.8,7.85,7.85,NR Average,China Record,2016
333,3x3x3 Cube,2016,12,10,2012CARL03,Alexandre Carlier,France,Europe,WiehnachtswurfelazBarn2016,6.94,7.38,7.38,NR Average,France Record,2016
333,3x3x3 Cube,2017,7,13,2009AZIZ02,Muhammad Hariz Bin Azizan,Malaysia,Asia,WC2017,6.88,7.91,7.91,NR Average,Malaysia Record,2017
333,3x3x3 Cube,2017,10,14,2009YINM01,Mulun Yin (阴目仑),China,Asia,XPUOpen2017,6.66,7.19,7.19,NR Average,China Record,2017
333,3x3x3 Cube,2016,12,10,2012CARL03,Alexandre Carlier,France,Europe,WiehnachtswurfelazBarn2016,6.94,7.38,7.38,NR Average,France Record,2017
333,3x3x3 Cube,2018,11,23,2017YANG59,Tee Kai Yang,Malaysia,Asia,MalaysiaCubeChampionship2018,7.46,7.71,7.71,NR Average,Malaysia Record,2018
333,3x3x3 Cube,2018,12,9,2014XUZI01,Zibo Xu (徐子博),China,Asia,WHUTOpen2018,5.64,6.55,6.55,NR Average,China Record,2018
333,3x3x3 Cube,2018,6,2,2012CARL03,Alexandre Carlier,France,Europe,OpenBerry2018,5.98,6.89,6.89,NR Average,France Record,2018
